#
#
#
#
#
#
#
#   Quelldatei:groundel100-25.gxx  
#    Zieldatei:groundel100-25.dat  
#
#  Querschnitt:   170.410
#   Messlaenge:    15.000
#     [N/mm**2]            [N]        [%-ext]       [%-trav]            [s]           [mm]
#
        -0.2266       -38.6200       -12.4600       -12.4600     36260.6289       394.1240
        -0.2321       -39.5600       -12.4600       -12.4600     36320.6602       394.1240
        -0.2363       -40.2600       -12.4600       -12.4600     36380.6914       394.1240
        -0.2395       -40.8200       -12.4600       -12.4600     36440.7188       394.1240
        -0.2462       -41.9600       -12.4600       -12.4600     36500.7500       394.0960
        -0.2478       -42.2200       -12.4600       -12.4600     36560.7812       394.0960
        -0.2495       -42.5200       -12.4600       -12.4600     36620.8086       394.0960
        -0.2512       -42.8000       -12.4600       -12.4600     36680.8398       394.0960
        -0.2527       -43.0600       -12.4600       -12.4600     36740.8711       394.0960
        -0.2539       -43.2600       -12.4600       -12.4600     36800.8984       394.0960
        -0.2550       -43.4600       -12.4600       -12.4600     36860.9297       394.0960
        -0.2550       -43.4600       -12.4600       -12.4600     36920.9609       394.1300
        -0.2560       -43.6200       -12.4600       -12.4600     36980.9883       394.1300
        -0.2568       -43.7600       -12.4600       -12.4600     37041.0195       394.1300
        -0.2575       -43.8800       -12.4600       -12.4600     37101.0508       394.1300
        -0.2583       -44.0200       -12.4600       -12.4600     37161.0781       394.1300
        -0.2589       -44.1200       -12.4600       -12.4600     37221.1094       394.1300
        -0.2595       -44.2200       -12.4600       -12.4600     37281.1406       394.1300
        -0.2601       -44.3200       -12.4600       -12.4600     37341.1719       394.1300
        -0.2605       -44.4000       -12.4600       -12.4600     37401.1992       394.1300
        -0.2610       -44.4800       -12.4600       -12.4600     37461.2305       394.1300
        -0.2615       -44.5600       -12.4600       -12.4600     37521.2617       394.1300
        -0.2617       -44.6000       -12.4600       -12.4600     37581.2891       394.1300
        -0.2622       -44.6800       -12.4600       -12.4600     37641.3203       394.1300
        -0.2625       -44.7400       -12.4600       -12.4600     37701.3516       394.1300
        -0.2628       -44.7800       -12.4600       -12.4600     37761.3789       394.1300
        -0.2631       -44.8400       -12.4600       -12.4600     37821.4102       394.1300
        -0.2632       -44.8600       -12.4600       -12.4600     37881.4414       394.1300
        -0.2636       -44.9200       -12.4600       -12.4600     37941.4688       394.1300
        -0.2637       -44.9400       -12.4600       -12.4600     38001.5000       394.1300
        -0.2641       -45.0000       -12.4600       -12.4600     38061.5312       394.1300
        -0.2641       -45.0000       -12.4600       -12.4600     38121.5586       394.1300
        -0.2643       -45.0400       -12.4600       -12.4600     38181.5898       394.1300
        -0.2644       -45.0600       -12.4600       -12.4600     38241.6211       394.1300
        -0.2647       -45.1000       -12.4600       -12.4600     38301.6484       394.1300
        -0.2649       -45.1400       -12.4600       -12.4600     38361.6797       394.1300
        -0.2649       -45.1400       -12.4600       -12.4600     38421.7109       394.1300
        -0.2650       -45.1600       -12.4600       -12.4600     38481.7383       394.1300
        -0.2651       -45.1800       -12.4600       -12.4600     38541.7695       394.1300
        -0.2652       -45.2000       -12.4600       -12.4600     38601.8008       394.1300
        -0.2652       -45.2000       -12.4600       -12.4600     38661.8281       394.1300
        -0.2654       -45.2200       -12.4600       -12.4600     38721.8594       394.1300
        -0.2654       -45.2200       -12.4600       -12.4600     38781.8906       394.1300
        -0.2655       -45.2400       -12.4600       -12.4600     38841.9219       394.1300
        -0.2656       -45.2600       -12.4600       -12.4600     38901.9492       394.1300
        -0.2656       -45.2600       -12.4600       -12.4600     38961.9805       394.1300
        -0.2657       -45.2800       -12.4600       -12.4600     39022.0117       394.1300
        -0.2658       -45.3000       -12.4600       -12.4600     39082.0391       394.1300
        -0.2658       -45.3000       -12.4600       -12.4600     39142.0703       394.1300
        -0.2658       -45.3000       -12.4600       -12.4600     39202.1016       394.1300
        -0.2657       -45.2800       -12.4600       -12.4600     39262.1289       394.1300
        -0.2659       -45.3200       -12.4600       -12.4600     39322.1602       394.1300
        -0.2659       -45.3200       -12.4600       -12.4600     39382.1914       394.1300
        -0.2659       -45.3200       -12.4600       -12.4600     39442.2188       394.1300
        -0.2661       -45.3400       -12.4600       -12.4600     39502.2500       394.1300
        -0.2659       -45.3200       -12.4600       -12.4600     39562.2812       394.1300
        -0.2661       -45.3400       -12.4600       -12.4600     39622.3086       394.1300
        -0.2661       -45.3400       -12.4600       -12.4600     39651.0195       394.1300
        -0.2661       -45.3400       -12.4600       -12.4600     39651.1406       394.1300
        -0.2631       -44.8400       -12.3600       -12.3600     39651.2617       394.1700
        -0.2382       -40.6000       -11.9400       -11.9400     39651.3789       394.2840
        -0.2156       -36.7400       -11.4867       -11.4867     39651.5000       394.4060
        -0.1866       -31.8000       -10.8733       -10.8733     39651.6211       394.5810
        -0.1555       -26.5000       -10.2600       -10.2600     39651.7383       394.7670
        -0.1266       -21.5800        -9.5800        -9.5800     39651.8594       394.9520
        -0.1009       -17.2000        -8.9667        -8.9667     39651.9805       395.1360
        -0.0765       -13.0400        -8.3800        -8.3800     39652.1016       395.3180
        -0.0540        -9.2000        -7.7667        -7.7667     39652.2188       395.4970
        -0.0333        -5.6800        -7.1533        -7.1533     39652.3398       395.6720
        -0.0138        -2.3600        -6.5667        -6.5667     39652.4609       395.8480
         0.0045         0.7600        -5.9867        -5.9867     39652.5781       396.0190
         0.0224         3.8200        -5.4333        -5.4333     39652.6992       396.1920
         0.0390         6.6400        -4.8867        -4.8867     39652.8203       396.3700
         0.0546         9.3000        -4.3667        -4.3667     39652.9414       396.5490
         0.0699        11.9200        -3.8533        -3.8533     39653.0586       396.7360
         0.0880        15.0000        -3.2333        -3.2333     39653.1797       396.9380
         0.1056        18.0000        -2.6867        -2.6867     39653.3008       397.1410
         0.1235        21.0400        -2.1067        -2.1067     39653.4219       397.3470
         0.1410        24.0200        -1.4867        -1.4867     39653.5391       397.5550
    # 
         0.1574        26.8200        -0.9067        -0.9067     39653.6602       397.7630
    #
    #    0.1741        29.6600        -0.2933        -0.2933     39653.7812       397.9700
    # 
         0.1780        29.4400         0.0000         0.3267     39654.2891       398.1510
    #
    #    0.1580        26.9200         0.3267         0.3267     39654.8008       398.1090
    #    0.1422        24.2400         0.1933         0.1933     39655.3086       398.0400
    #    0.1316        22.4200         0.0667         0.0667     39655.8203       397.9910
    #    0.1252        21.3400         0.0333         0.0333     39656.3281       397.9710
    #    0.1204        20.5200         0.0333         0.0333     39656.8398       397.9590
         0.1164        19.8400         0.0000         0.0000     39657.3516       397.9500
         0.1136        19.3600         0.0000         0.0000     39657.8594       397.9500
         0.1111        18.9400         0.0000         0.0000     39658.3711       397.9500
         0.1089        18.5600         0.0000         0.0000     39658.8789       397.9500
         0.1069        18.2200         0.0000         0.0000     39659.3906       397.9500
         0.1048        17.8600         0.0000         0.0000     39659.8984       397.9500
         0.1032        17.5800         0.0000         0.0000     39660.4102       397.9500
         0.1014        17.2800         0.0000         0.0000     39660.9219       397.9500
         0.1000        17.0400         0.0000         0.0000     39661.4297       397.9500
         0.0985        16.7800         0.0000         0.0000     39661.9414       397.9500
    #    0.0972        16.5600         0.0333         0.0333     39662.4492       397.9500
    #    0.0957        16.3000         0.0333         0.0333     39662.9609       397.9480
    #    0.0931        15.8600         0.0333         0.0333     39663.4688       397.9370
    #    0.0911        15.5200         0.0333         0.0333     39663.9805       397.9280
    #    0.0891        15.1800         0.0333         0.0333     39664.4883       397.9190
         0.0876        14.9200         0.0000         0.0000     39665.0000       397.9140
         0.0867        14.7800         0.0000         0.0000     39665.5117       397.9140
         0.0859        14.6400         0.0000         0.0000     39666.0195       397.9140
         0.0851        14.5000         0.0000         0.0000     39666.5312       397.9140
         0.0841        14.3400         0.0000         0.0000     39667.0391       397.9140
         0.0834        14.2200         0.0000         0.0000     39667.5508       397.9140
         0.0826        14.0800         0.0000         0.0000     39668.0586       397.9140
         0.0819        13.9600         0.0000         0.0000     39668.5703       397.9140
         0.0811        13.8200         0.0000         0.0000     39669.0781       397.9140
         0.0805        13.7200         0.0000         0.0000     39669.5898       397.9140
         0.0798        13.6000         0.0000         0.0000     39670.1016       397.9140
         0.0792        13.5000         0.0000         0.0000     39670.6094       397.9140
         0.0785        13.3800         0.0000         0.0000     39671.1211       397.9140
         0.0779        13.2800         0.0000         0.0000     39671.6289       397.9140
         0.0773        13.1800         0.0000         0.0000     39672.1406       397.9140
         0.0766        13.0600         0.0000         0.0000     39672.6484       397.9140
         0.0762        12.9800         0.0000         0.0000     39673.1602       397.9140
         0.0756        12.8800         0.0000         0.0000     39673.6719       397.9140
     #   0.0751        12.8000         0.0333         0.0333     39674.1797       397.9130
     #   0.0737        12.5600         0.0333         0.0333     39674.6914       397.9070
     #   0.0721        12.2800         0.0333         0.0333     39675.1992       397.8970
     #   0.0708        12.0600         0.0333         0.0333     39675.7109       397.8890
         0.0696        11.8600         0.0000         0.0000     39676.2188       397.8820
         0.0689        11.7400         0.0000         0.0000     39676.7305       397.8780
         0.0684        11.6600         0.0000         0.0000     39677.2383       397.8760
         0.0680        11.5800         0.0000         0.0000     39677.7500       397.8760
         0.0676        11.5200         0.0000         0.0000     39678.2617       397.8760
         0.0672        11.4600         0.0000         0.0000     39678.7695       397.8760
         0.0668        11.3800         0.0000         0.0000     39679.2812       397.8760
         0.0665        11.3400         0.0000         0.0000     39679.7891       397.8760
         0.0661        11.2600         0.0000         0.0000     39680.3008       397.8760
         0.0657        11.2000         0.0000         0.0000     39680.8086       397.8760
         0.0654        11.1400         0.0000         0.0000     39681.3203       397.8760
         0.0650        11.0800         0.0000         0.0000     39681.8281       397.8760
         0.0647        11.0200         0.0000         0.0000     39682.3398       397.8760
         0.0643        10.9600         0.0000         0.0000     39682.8516       397.8760
         0.0640        10.9000         0.0000         0.0000     39683.3594       397.8760
         0.0407         6.9400         0.0000         0.0000     39743.3906       397.8800
     #   0.0316         5.3800         0.0333         0.0333     39803.4219       397.8550
         0.0225         3.8400         0.0000         0.0000     39863.4492       397.8080
         0.0189         3.2200         0.0000         0.0000     39923.4805       397.8380
         0.0127         2.1600         0.0000         0.0000     39983.5117       397.7730
         0.0104         1.7800         0.0000         0.0000     40043.5391       397.7730
         0.0085         1.4400         0.0000         0.0000     40103.5703       397.7730
         0.0067         1.1400         0.0000         0.0000     40163.6016       397.7730
         0.0052         0.8800         0.0000         0.0000     40223.6289       397.7730
         0.0038         0.6400         0.0000         0.0000     40283.6602       397.7730
         0.0025         0.4200         0.0000         0.0000     40343.6914       397.7730
         0.0013         0.2200         0.0000         0.0000     40403.7188       397.7730
         0.0005         0.0800         0.0000         0.0000     40463.7500       397.7730
        -0.0041        -0.7000         0.0000         0.0000     40523.7812       397.7320
        -0.0047        -0.8000         0.0000         0.0000     40583.8086       397.7320
        -0.0054        -0.9200         0.0000         0.0000     40643.8398       397.7320
        -0.0060        -1.0200         0.0000         0.0000     40703.8711       397.7320
        -0.0067        -1.1400         0.0000         0.0000     40763.8984       397.7320
        -0.0072        -1.2200         0.0000         0.0000     40823.9297       397.7320
        -0.0077        -1.3200         0.0000         0.0000     40883.9609       397.7320
        -0.0083        -1.4200         0.0000         0.0000     40943.9883       397.7320
        -0.0089        -1.5200         0.0000         0.0000     41004.0195       397.7320
        -0.0094        -1.6000         0.0000         0.0000     41064.0508       397.7320
        -0.0099        -1.6800         0.0000         0.0000     41124.0781       397.7320
        -0.0103        -1.7600         0.0000         0.0000     41184.1094       397.7320
        -0.0108        -1.8400         0.0000         0.0000     41244.1406       397.7320
        -0.0111        -1.9000         0.0000         0.0000     41304.1719       397.7320
        -0.0141        -2.4000         0.0000         0.0000     41364.1992       397.7020
        -0.0119        -2.0200         0.0000         0.0000     41424.2305       397.7570
        -0.0123        -2.1000         0.0000         0.0000     41484.2617       397.7570
        -0.0126        -2.1400         0.0000         0.0000     41544.2891       397.7570
        -0.0130        -2.2200         0.0000         0.0000     41604.3203       397.7570
        -0.0134        -2.2800         0.0000         0.0000     41664.3516       397.7570
        -0.0136        -2.3200         0.0000         0.0000     41724.3789       397.7570
        -0.0140        -2.3800         0.0000         0.0000     41784.4102       397.7570
        -0.0142        -2.4200         0.0000         0.0000     41844.4414       397.7570
        -0.0144        -2.4600         0.0000         0.0000     41904.4688       397.7570
        -0.0147        -2.5000         0.0000         0.0000     41964.5000       397.7570
        -0.0150        -2.5600         0.0000         0.0000     42024.5312       397.7570
        -0.0151        -2.5800         0.0000         0.0000     42084.5586       397.7570
        -0.0154        -2.6200         0.0000         0.0000     42144.5898       397.7570
        -0.0156        -2.6600         0.0000         0.0000     42204.6211       397.7570
        -0.0190        -3.2400         0.0000         0.0000     42264.6484       397.6980
        -0.0187        -3.1800         0.0000         0.0000     42324.6797       397.6960
        -0.0188        -3.2000         0.0000         0.0000     42384.7109       397.6960
        -0.0188        -3.2000         0.0000         0.0000     42444.7383       397.6960
        -0.0190        -3.2400         0.0000         0.0000     42504.7695       397.6960
        -0.0191        -3.2600         0.0000         0.0000     42564.8008       397.6960
        -0.0192        -3.2800         0.0000         0.0000     42624.8281       397.6960
        -0.0194        -3.3000         0.0000         0.0000     42684.8594       397.6960
        -0.0196        -3.3400         0.0000         0.0000     42744.8906       397.6960
        -0.0196        -3.3400         0.0000         0.0000     42804.9219       397.6960
        -0.0197        -3.3600         0.0000         0.0000     42864.9492       397.6960
        -0.0200        -3.4000         0.0000         0.0000     42924.9805       397.6960
        -0.0201        -3.4200         0.0000         0.0000     42985.0117       397.6960
        -0.0201        -3.4200         0.0000         0.0000     43045.0391       397.6960
        -0.0202        -3.4400         0.0000         0.0000     43105.0703       397.6960
        -0.0203        -3.4600         0.0000         0.0000     43165.1016       397.6960
        -0.0204        -3.4800         0.0000         0.0000     43225.1289       397.6960
